owner	field	type	class	reads	writes	evidence
LiteX_MMCM_CSR32	dataReadField	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
LiteX_MMCM_CSR32	dataReadyField	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
LiteX_MMCM_CSR32	dataWriteField	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
LiteX_MMCM_CSR32	mmcmRegisters	uint	VALUE	8	1	primitive
LiteX_SPI	bitsPerWord	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
LiteX_SPI	chipSelect	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
LiteX_SPI	loopbackMode	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
LiteX_SPI	masterInBuffer	IValueRegisterField	ARENA	7	0	register handle -- D2 makes it a typed arena index
LiteX_SPI	masterOutBuffer	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
LiteX_SPI	registersCollection	DoubleWordRegisterCollection	ARENA	3	1	the bank itself; elided, see register_collection
LiteX_SPI_Flash	bbHelper	BitBangHelper	SHARED	6	1	static: 1 writes, 6 reads
LiteX_SPI_Flash	bitBangEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
LiteX_SPI_Flash	previousChipSelectNegatedSignal	bool	VALUE	1	2	primitive
LiteX_SPI_Flash	registersCollection	DoubleWordRegisterCollection	ARENA	3	1	the bank itself; elided, see register_collection
LiteX_Timer	innerTimer	LimitTimer	SHARED	10	1	static: 1 writes, 10 reads
LiteX_Timer	irqEnabled	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
LiteX_Timer	irqPending	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
LiteX_Timer	latchedValue	uint	VALUE	1	2	primitive
LiteX_Timer	loadValue	uint	VALUE	3	1	primitive
LiteX_Timer	reloadValue	uint	VALUE	4	1	primitive
LiteX_Timer	uptimeLatchedValue	ulong	VALUE	1	2	primitive
LiteX_Timer	uptimeTimer	LimitTimer	SHARED	3	1	static: 1 writes, 3 reads
LiteX_Timer64	innerTimer	LimitTimer	SHARED	10	1	static: 1 writes, 10 reads
LiteX_Timer64	irqEnabled	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
LiteX_Timer64	irqPending	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
LiteX_Timer64	latchedValue	uint	VALUE	1	2	primitive
LiteX_Timer64	loadValue	uint	VALUE	3	1	primitive
LiteX_Timer64	reloadValue	uint	VALUE	4	1	primitive
LiteX_Timer_CSR32	innerTimer	LimitTimer	SHARED	10	1	static: 1 writes, 10 reads
LiteX_Timer_CSR32	irqEnabled	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
LiteX_Timer_CSR32	irqPending	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
LiteX_Timer_CSR32	latchedValue	uint	VALUE	1	2	primitive
LiteX_Timer_CSR32	loadValue	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
LiteX_Timer_CSR32	reloadValue	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
LiteX_Timer_CSR32	uptimeLatchedValue	ulong	VALUE	1	2	primitive
LiteX_Timer_CSR32	uptimeTimer	LimitTimer	SHARED	3	1	static: 1 writes, 3 reads
LiteX_UART	flushDelayTicks	ulong	VALUE	1	1	primitive
LiteX_UART	rxEventEnabled	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
LiteX_UART	rxEventPending	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
LiteX_UART	timeoutTicks	ulong	VALUE	3	1	primitive
LiteX_UART	txEventEnabled	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
LiteX_UART	txEventPending	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
LiteX_UART	txFifo	Queue	VALUE	9	1	static: maps to std::collections::VecDeque<u8>
LiteX_UART	txFifoCapacity	uint	VALUE	5	1	primitive
Lock	cpuWaitingForLock	int	VALUE	5	2	primitive
Lock	currentValue	uint	VALUE	4	3	primitive
Lock	number	int	VALUE	10	1	primitive
Lock	sema	SEMA4	SHARED	16	1	static: 1 writes, 16 reads
LockRegister	keyIndex	int	VALUE	2	2	primitive
LockRegister	keys	uint	VALUE	3	1	primitive
LockRegister	name	string	VALUE	5	1	primitive
LockRegister	owner	STM32_FlashController	SHARED	5	1	static: 1 writes, 5 reads
LockRegister	unlockedAfterReset	bool	VALUE	2	1	primitive
LogEntry	fullMessage	string	VALUE	2	1	primitive
LogEntry	machineName	string	VALUE	2	0	primitive
LogEntry	numericLogLevel	int	VALUE	4	2	primitive
LogEntry	objectName	string	VALUE	5	1	primitive
LogLevel	type	Level	VALUE	19	1	enum or struct -- copied, not referenced
LogSourcesMap	idToObjectMap	WeakWrapper	SHARED	2	1	static: 1 writes, 2 reads
LogSourcesMap	objectToIdMap	WeakWrapper	SHARED	2	1	static: 1 writes, 2 reads
LoggerBackend	logLevel	LogLevel	SHARED	2	3	static: 3 writes, 2 reads
LoggerBackend	peripheralsWithDifferentLogging	LogLevel>	UNKNOWN	5	1	static: `LogLevel>` not classified
LoggerFileCommand	BackendName	string	VALUE	2	0	primitive
LoggingUartAnalyzer	baseStampHost	DateTime	VALUE	2	1	static: maps to std::time::SystemTime
LoggingUartAnalyzer	lastLineStampHost	DateTime	VALUE	1	2	static: maps to std::time::SystemTime
LoggingUartAnalyzer	lastLineStampVirtual	TimeInterval	VALUE	1	2	enum or struct -- copied, not referenced
LoggingUartAnalyzer	line	StringBuilder	VALUE	4	1	static: maps to String
LoggingUartAnalyzer	machine	IMachine	SHARED	2	1	static: 1 writes, 2 reads
LoggingUartAnalyzer	maxHostTimestampLength	int	VALUE	2	1	primitive
LoggingUartAnalyzer	maxVirtTimestampLength	int	VALUE	2	1	primitive
LoggingUartAnalyzer	uart	IUART	SHARED	4	1	static: 1 writes, 4 reads
LogicGate	inputs	bool	VALUE	4	1	primitive
LogicGate	invertedInputs	bool	VALUE	4	1	primitive
LogicGate	receivers	List	UNKNOWN	7	0	static: `List` not classified
LogicGate	senders	IGPIO>>	BACKREF	4	0	static: interface-typed, implementation outside cut
LowLevelRESDParser	filePath	string	VALUE	2	1	primitive
LowLevelRESDParser	serializedBuffer	byte	VALUE	4	2	primitive
LowPower_Timer	registers	DoubleWordRegisterCollection	ARENA	3	1	the bank itself; elided, see register_collection
MACRepository	currentMAC	MACAddress	VALUE	2	1	enum or struct -- copied, not referenced
MACRepository	currentMAClock	object	VALUE	1	0	primitive
MAX30208	alarmTemperatureHigh	uint	VALUE	5	3	primitive
MAX30208	alarmTemperatureLow	uint	VALUE	4	3	primitive
MAX30208	clearFlagsOnRead	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX30208	currentSampleEnumerator	IEnumerator	BACKREF	3	2	static: interface-typed, implementation outside cut
MAX30208	defaultTemperature	decimal	VALUE	3	1	primitive
MAX30208	fifoFullAssertOnThreshold	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX30208	fifoFullThreshold	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
MAX30208	fifoRollover	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX30208	gpio0Level	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX30208	gpio0Mode	GPIOMode>	UNKNOWN	4	0	static: `GPIOMode>` not classified
MAX30208	gpio1Level	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX30208	gpio1Mode	GPIOMode>	UNKNOWN	4	0	static: `GPIOMode>` not classified
MAX30208	interruptFifoThreshold	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX30208	interruptTemperatureHigh	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX30208	interruptTemperatureLow	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX30208	interruptTemperatureReady	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX30208	machine	IMachine	SHARED	2	1	static: 1 writes, 2 reads
MAX30208	registerAddress	Registers	VALUE	3	3	enum or struct -- copied, not referenced
MAX30208	resdStream	TemperatureSample>	UNKNOWN	2	1	static: `TemperatureSample>` not classified
MAX30208	samplesFifo	TemperatureSampleWrapper>	UNKNOWN	10	1	static: `TemperatureSampleWrapper>` not classified
MAX30208	statusFifoThreshold	IFlagRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
MAX30208	statusTemperatureHigh	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
MAX30208	statusTemperatureLow	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
MAX30208	statusTemperatureReady	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
MAX32650_ADC	aIn0	uint	VALUE	1	1	primitive
MAX32650_ADC	aIn1	uint	VALUE	1	1	primitive
MAX32650_ADC	aIn2	uint	VALUE	1	1	primitive
MAX32650_ADC	aIn3	uint	VALUE	1	1	primitive
MAX32650_ADC	currentChannel	Channels>	UNKNOWN	3	0	static: `Channels>` not classified
MAX32650_ADC	dataAlignment	Alignment>	UNKNOWN	2	0	static: `Alignment>` not classified
MAX32650_ADC	interruptAnyPending	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX32650_ADC	interruptDoneEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX32650_ADC	interruptDonePending	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
MAX32650_ADC	interruptReferenceReadyEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX32650_ADC	interruptReferenceReadyPending	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
MAX32650_GCR	SysClkChanged	Action	CALLBACK	2	3	delegate slot -- Option<Box<dyn FnMut>>
MAX32650_GCR	oscillators	List	VALUE	1	0	static: maps to Vec<u64>
MAX32650_GCR	sysclkPrescaler	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX32650_GCR	sysclkSelect	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX32650_GPIO	interruptEnabled	IFlagRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
MAX32650_GPIO	interruptMode	InterruptMode>	UNKNOWN	5	0	static: `InterruptMode>` not classified
MAX32650_GPIO	interruptPolarity	InterruptPolarity>	UNKNOWN	2	0	static: `InterruptPolarity>` not classified
MAX32650_GPIO	interruptStatus	IFlagRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
MAX32650_GPIO	pinEnabled	IFlagRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
MAX32650_GPIO	pinInputEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
MAX32650_GPIO	pinOutputEnabled	IFlagRegisterField	ARENA	10	0	register handle -- D2 makes it a typed arena index
MAX32650_GPIO	registers	DoubleWordRegisterCollection	ARENA	3	1	the bank itself; elided, see register_collection
MAX32650_GPIO	wakeupEnabled	IFlagRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
MAX32650_I2C	bytesToReceive	int	VALUE	4	2	primitive
