owner	field	type	class	reads	writes	evidence
EFR32xG2_AES_1	fetcherEndOfBlockInterrupt	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	fetcherEndOfBlockInterruptEnable	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	fetcherErrorInterrupt	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	fetcherErrorInterruptEnable	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	fetcherLength	IValueRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	fetcherRealignLength	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	fetcherScatterGather	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	fetcherStopAtEndOfBlock	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	fetcherStoppedInterrupt	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	fetcherStoppedInterruptEnable	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	fetcherTag	IValueRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	machine	Machine	SHARED	8	1	static: 1 writes, 8 reads
EFR32xG2_AES_1	pusherAddress	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherBusy	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherConstantAddress	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherDiscardData	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherEndOfBlockInterrupt	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherEndOfBlockInterruptEnable	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherErrorInterrupt	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherErrorInterruptEnable	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherLength	IValueRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherRealignLength	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherScatterGather	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherStopAtEndOfBlock	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherStoppedInterrupt	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	pusherStoppedInterruptEnable	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
EFR32xG2_AES_1	registersCollection	DoubleWordRegisterCollection	ARENA	2	1	the bank itself; elided, see register_collection
EFR32xG2_BURTC	innerTimer	ComparingTimer	SHARED	11	1	static: 1 writes, 11 reads
EFR32xG2_BURTC	interruptManager	Interrupt>	UNKNOWN	8	1	static: `Interrupt>` not classified
EFR32xG2_CMU_3	Enabled	bool	VALUE	0	0	primitive
EFR32xG2_CMU_3	_cmu	ICMU_EFR32xG2	SHARED	2	2	static: 2 writes, 2 reads
EFR32xG2_CMU_3	calcmd_calstart_bit	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	calcmd_calstop_bit	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	calcnt_calcnt_field	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	calctrl_caltop_field	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	calctrl_cont_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	calctrl_downsel_field	CALCTRL_DOWNSEL>	UNKNOWN	8	0	static: `CALCTRL_DOWNSEL>` not classified
EFR32xG2_CMU_3	calctrl_upsel_field	CALCTRL_UPSEL>	UNKNOWN	8	0	static: `CALCTRL_UPSEL>` not classified
EFR32xG2_CMU_3	clken0_amuxcp0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_buram_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_burtc_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_dcdc_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_dpll0_bit	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_fsrco_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_gpcrc_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_gpio_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_hfrco0_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_hfrcoem23_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_hfxo0_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_i2c0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_i2c1_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_iadc0_bit	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_ldma_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_ldmaxbar_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_letimer0_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_lfrco_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_lfxo_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_prs_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_radioaes_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_syscfg_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_sysrtc0_bit	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_timer0_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_timer1_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_timer2_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_timer3_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_timer4_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_ulfrco_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_usart0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken0_wdog0_bit	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_acmp0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_acmp1_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_agc_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_bufc_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_dmem_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_ecaifadc_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_eusart0_bit	IFlagRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_eusart1_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_frc_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_hostmailbox_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_icache0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_keyscan_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_modem_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_msc_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_mvp_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_pcnt0_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_protimer_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_rac_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_rfcrc_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_rfeca0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_rfeca1_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_rfmailbox_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_rfscratchpad_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_semailboxhost_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_smu_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_synth_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_vdac0_bit	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_vdac1_bit	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	clken1_wdog1_bit	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	ctrl_forceclkin0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	ctrl_forceem1pclken_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	ctrl_runningdebugsel_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	dapclkctrl_clksel_field	DAPCLKCTRL_CLKSEL>	UNKNOWN	2	0	static: `DAPCLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	dpll	EFR32xG2_DPLL_1	SHARED	2	1	static: 1 writes, 2 reads
EFR32xG2_CMU_3	dpllrefclkctrl_clksel_field	DPLLREFCLKCTRL_CLKSEL>	UNKNOWN	4	0	static: `DPLLREFCLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	em01grpaclkctrl_clksel_field	EM01GRPACLKCTRL_CLKSEL>	UNKNOWN	5	0	static: `EM01GRPACLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	em01grpcclkctrl_clksel_field	EM01GRPCCLKCTRL_CLKSEL>	UNKNOWN	5	0	static: `EM01GRPCCLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	em23grpaclkctrl_clksel_field	EM23GRPACLKCTRL_CLKSEL>	UNKNOWN	4	0	static: `EM23GRPACLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	em4grpaclkctrl_clksel_field	EM4GRPACLKCTRL_CLKSEL>	UNKNOWN	4	0	static: `EM4GRPACLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	eusart0clkctrl_clksel_field	EUSART0CLKCTRL_CLKSEL>	UNKNOWN	6	0	static: `EUSART0CLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	exportclkctrl_clkoutsel0_field	EXPORTCLKCTRL_CLKOUTSEL0>	UNKNOWN	7	0	static: `EXPORTCLKCTRL_CLKOUTSEL0>` not classified
EFR32xG2_CMU_3	exportclkctrl_clkoutsel1_field	EXPORTCLKCTRL_CLKOUTSEL1>	UNKNOWN	7	0	static: `EXPORTCLKCTRL_CLKOUTSEL1>` not classified
EFR32xG2_CMU_3	exportclkctrl_clkoutsel2_field	EXPORTCLKCTRL_CLKOUTSEL2>	UNKNOWN	7	0	static: `EXPORTCLKCTRL_CLKOUTSEL2>` not classified
EFR32xG2_CMU_3	exportclkctrl_presc_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	hfxo	IHFXO_EFR32xG2	SHARED	1	1	static: 1 writes, 1 reads
EFR32xG2_CMU_3	iadcclkctrl_clksel_field	IADCCLKCTRL_CLKSEL>	BACKREF	4	0	static: interface-typed, implementation outside cut
EFR32xG2_CMU_3	ien_calof_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	ien_calrdy_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	if_calof_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	if_calrdy_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	ipversion_ipversion_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	lcdclkctrl_clksel_field	LCDCLKCTRL_CLKSEL>	UNKNOWN	2	0	static: `LCDCLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	lesensehfclkctrl_clksel_field	LESENSEHFCLKCTRL_CLKSEL>	UNKNOWN	2	0	static: `LESENSEHFCLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	lock_lockkey_field	IValueRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	pcnt0clkctrl_clksel_field	PCNT0CLKCTRL_CLKSEL>	UNKNOWN	3	0	static: `PCNT0CLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	radioclkctrl_dbgclk_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	radioclkctrl_en_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	radioclkctrl_forceclkenradio_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	registers	DoubleWordRegisterCollection	ARENA	9	1	the bank itself; elided, see register_collection
EFR32xG2_CMU_3	rpuratd0_drpu_ratdcalcmd_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdcalctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdclken0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdclken1_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdien_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdif_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdlock_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdseclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdsysclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdtest_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdtestclken_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdtesthv_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd0_drpu_ratdwdoglock_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd1_drpu_ratdexportclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd1_drpu_ratdtraceclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd2_drpu_ratddpllrefclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd2_drpu_ratdem01grpaclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd2_drpu_ratdem01grpcclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd2_drpu_ratdem23grpaclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd2_drpu_ratdem4grpaclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd3_drpu_ratdiadcclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd4_drpu_ratdeusart0clkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd4_drpu_ratdlcdclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd4_drpu_ratdpcnt0clkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd4_drpu_ratdsynthclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd4_drpu_ratdsysrtc0clkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd4_drpu_ratdvdac0clkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd4_drpu_ratdwdog0clkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd4_drpu_ratdwdog1clkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd5_drpu_ratddapclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd5_drpu_ratdlesensehfclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd5_drpu_ratdradioclkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	rpuratd5_drpu_ratdvdac1clkctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	seclkctrl_clksel_field	SECLKCTRL_CLKSEL>	UNKNOWN	2	0	static: `SECLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	seclkctrl_discon_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	status_calrdy_bit	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	status_isforcedclkin0_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	status_lock_bit	STATUS_LOCK>	UNKNOWN	6	0	static: `STATUS_LOCK>` not classified
EFR32xG2_CMU_3	status_requestdebug_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	status_runningdebug_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	status_wdoglock_bit	STATUS_WDOGLOCK>	UNKNOWN	4	0	static: `STATUS_WDOGLOCK>` not classified
EFR32xG2_CMU_3	synthclkctrl_clksel_field	SYNTHCLKCTRL_CLKSEL>	UNKNOWN	2	0	static: `SYNTHCLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	sysclkctrl_clksel_field	SYSCLKCTRL_CLKSEL>	UNKNOWN	5	0	static: `SYSCLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	sysclkctrl_hclkpresc_field	SYSCLKCTRL_HCLKPRESC>	UNKNOWN	2	0	static: `SYSCLKCTRL_HCLKPRESC>` not classified
EFR32xG2_CMU_3	sysclkctrl_lspclkpresc_bit	SYSCLKCTRL_LSPCLKPRESC>	UNKNOWN	2	0	static: `SYSCLKCTRL_LSPCLKPRESC>` not classified
EFR32xG2_CMU_3	sysclkctrl_pclkpresc_bit	SYSCLKCTRL_PCLKPRESC>	UNKNOWN	2	0	static: `SYSCLKCTRL_PCLKPRESC>` not classified
EFR32xG2_CMU_3	sysclkctrl_rhclkpresc_bit	SYSCLKCTRL_RHCLKPRESC>	UNKNOWN	2	0	static: `SYSCLKCTRL_RHCLKPRESC>` not classified
EFR32xG2_CMU_3	sysrtc0clkctrl_clksel_field	SYSRTC0CLKCTRL_CLKSEL>	UNKNOWN	4	0	static: `SYSRTC0CLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	test_clkouthiddensel_field	TEST_CLKOUTHIDDENSEL>	UNKNOWN	2	0	static: `TEST_CLKOUTHIDDENSEL>` not classified
EFR32xG2_CMU_3	test_reqdebugsel0_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	test_reqdebugsel1_field	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	testclken_busmatrix_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	testclken_chiptestctrl_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	testclken_cmu_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	testclken_emu_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	testclken_hostcpu_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	testclken_imemflash_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	testclken_scratchpad_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	testhv_plsdebugen_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_CMU_3	traceclkctrl_clksel_field	TRACECLKCTRL_CLKSEL>	UNKNOWN	3	0	static: `TRACECLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	traceclkctrl_presc_field	TRACECLKCTRL_PRESC>	UNKNOWN	2	0	static: `TRACECLKCTRL_PRESC>` not classified
EFR32xG2_CMU_3	vdac0clkctrl_clksel_field	VDAC0CLKCTRL_CLKSEL>	UNKNOWN	5	0	static: `VDAC0CLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	vdac1clkctrl_clksel_field	VDAC1CLKCTRL_CLKSEL>	UNKNOWN	5	0	static: `VDAC1CLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	wdog0clkctrl_clksel_field	WDOG0CLKCTRL_CLKSEL>	UNKNOWN	4	0	static: `WDOG0CLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	wdog1clkctrl_clksel_field	WDOG1CLKCTRL_CLKSEL>	UNKNOWN	4	0	static: `WDOG1CLKCTRL_CLKSEL>` not classified
EFR32xG2_CMU_3	wdoglock_lockkey_field	IValueRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	_cmu	ICMU_EFR32xG2	SHARED	2	2	static: 2 writes, 2 reads
EFR32xG2_DCDC_2	cfg_feature_disduty_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	cfg_feature_disnxmtoff_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	cfg_feature_disricomp_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	cfg_feature_disricompduty_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
EFR32xG2_DCDC_2	cfg_feature_earlyreseten_bit	CFG_FEATURE_EARLYRESETEN>	UNKNOWN	2	0	static: `CFG_FEATURE_EARLYRESETEN>` not classified
EFR32xG2_DCDC_2	cfg_feature_enmtoffvcmprst_bit	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
